Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
RE-BC-09-CH,2.25,12.99,,black-cord-cheerleading-megaphone-bracelet-1-bracelet-retail,"<p>This trendy black cord leather bracelet features a silver charm in the shape of a cheerleading megaphone with the word ""CHEER"" in bold black letters. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 1/2"" tall x 1"" wide. </p>",Title,Default Title,,,,,Cheerleading Megaphone Charm on Black Cord Bracelet,45.359237,500,'849228057676,"Cheerleading Megaphone Black Leather Cord Bracelet, Jewelry Gifts",This cheerleading megaphone shaped charm black cord leather bracelet makes a great gift for your favorite cheerleader.,lb,
RE-BC-09-TS,2.25,12.99,,black-cord-abc-charm-bracelet-1-bracelet-retail,"<p>This trendy black cord leather bracelet features a silver charm with the letters ""ABC"" and a small apple above the letters. The bracelet is 8 inches long and the charm is 5/8 inch tall by 5/8 inch wide. Great teacher appreciation gift </p>",Title,Default Title,,,,,ABC Charm Charm on Black Cord Bracelet,45.359237,500,'849228097825,"Black Leather Cord ABC Charm Bracelet, Teacher Jewelry Gift Shop",This Black Cord ABC Bracelet has a silver ABC apple charm on a black leather cord style bracelet. Great gift for your favorite teacher.,lb,
RE-BC-10-CH,2.25,12.99,,black-cord-i-love-to-cheer-bracelet-1-bracelet-retail,"<p>This I Love To Cheer bracelet features a silver charm with a megaphone and heart and the words ""To Cheer"" on a trendy black leather cord bracelet with a lobster clasp. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch tall x 7/8 inch wide. </p>",Title,Default Title,,,,,I Love To Cheer Charm on Black Cord Bracelet,45.359237,500,'849228074031,"I Love To Cheer Black Leather Cord Bracelet, Cheerleader Jewelry",This I Love To Cheer Black Leather Cord Bracelet makes a great gift for your favorite cheerleader.,lb,
RE-BC-10-TS,2.25,12.99,,black-cord-box-of-crayons-bracelet-1-bracelet-retail,"<p>This trendy black cord leather bracelet features a silver charm in the shape of a box of crayons with the word ""Crayons"" in the center. The bracelet is 8 inches long and the charm is 1/2 inch tall by 3/8 inch wide. Great teacher appreciation gift. </p>",Title,Default Title,,,,,Box of Crayons Charm on Black Cord Bracelet,45.359237,500,'849228097849,"Black Leather Cord Box of Crayons Bracelet, Teacher Jewelry Gifts",This Black Cord Box of Crayons Bracelet has a silver crayon charm on a black leather cord style bracelet. Great gift for your favorite art teacher.,lb,
RE-BC-100-1,2.25,12.99,,pink-ribbon-crystal-heart-leather-cord-bracelet-1-bracelet-retail,<p>This pink crystal ribbon heart bracelet features a pretty silver heart charm with a crystal pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>,Title,Default Title,,,,,Pink Ribbon Crystal Heart Leather Cord Bracelet,45.359237,500,'849228063769,Breast Cancer Pink Ribbon Crystal Heart Leather Cord Bracelet,This Pink Ribbon Crystal Heart Leather Cord Bracelet is a nice gift for someone going through treatment or great to wear to show your support.,lb,
RE-BC-100-10,2.25,12.99,,crystal-heart-blue-yellow-ribbon-cord-bracelet-1-bracelet-retail,<p>This blue and yellow ribbon bracelet features a pretty silver heart charm with a blue and yellow crystal ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>,Title,Default Title,,,,,Crystal Heart Blue & Yellow Ribbon Cord Bracelet,45.359237,999,'849228077605,Down Syndrome Crystal Heart Blue & Yellow Ribbon Leather Bracelet,This pretty Black Cord Crystal Heart Blue & Yellow Ribbon Bracelet is a trendy way to show your support for Down syndrome awareness.,lb,
RE-BC-100-11,2.25,12.99,,black-cord-crystal-heart-gold-ribbon-bracelet-1-bracelet-retail,<p>This gold ribbon bracelet features a pretty silver heart charm with a gold crystal ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>,Title,Default Title,,,,,Crystal Heart Gold Ribbon Charm on Black Cord Bracelet,45.359237,999,'849228083996,Black Leather Cord Crystal Heart Gold Ribbon Bracelet Gift Shop,This Black Leather Cord Crystal Heart Gold Ribbon Bracelet is a pretty way to show love and support for someone affected by childhood cancer. Wear the pretty gold ribbon bracelet yourself or give as a gift.,lb,
RE-BC-100-6,2.25,12.99,,crystal-heart-red-ribbon-leather-cord-bracelet-1-bracelet-retail,<p>This red ribbon awareness charm bracelet features a pretty silver heart charm with a crystal red ribbon on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 5/8 inch by 5/8 inch. </p>,Title,Default Title,,,,,Crystal Heart Red Ribbon Leather Cord Bracelet,22.6796185,500,'8945091224435,Crystal Heart Red Ribbon Leather Cord Bracelet Gift Shop,This beautiful Crystal Heart Red Ribbon Leather Cord Bracelet can be worn daily to show your support for HIV/AIDS or heart disease awareness.,lb,
RE-BC-117-1,2.25,12.99,,round-believe-pink-ribbon-leather-cord-bracelet-1-bracelet-retail,"<p>This pink ribbon bracelet features a round silver charm with the word ""Believe"" where the ""L"" is a pink ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 1/2 inch in diameter. </p>",Title,Default Title,,,,,Round Believe Pink Ribbon Leather Cord Bracelet,45.359237,500,'849228069624,Breast Cancer Round Believe Pink Ribbon Leather Cord Bracelet,This Round Believe Pink Ribbon Leather Cord Bracelet is a nice gift for someone going through breast cancer treatment or great to wear to show your support and awareness.,lb,
RE-BC-117-4,2.25,12.99,,round-believe-purple-ribbon-leather-cord-bracelet-1-bracelet-retail,"<p>This purple ribbon bracelet features a round silver charm with the word ""Believe"" where the ""L"" is a purple ribbon on a trendy black leather cord bracelet. The black cord bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Round Believe Purple Ribbon Leather Cord Bracelet,45.359237,999,'8945091224831,Round Believe Purple Ribbon Leather Cord Bracelet Gift Shop,This Round Believe Purple Ribbon Leather Cord Bracelet makes a thoughtful gift for someone receiving cancer treatment.,lb,
RE-BC-12-SPCH,2.25,12.99,,i-love-to-cheer-leather-cord-bracelet-1-bracelet-retail,"<p>This ""I Love To Cheer"" black leather cord bracelet features an adorable silver charm on a trendy black leather cord bracelet with a lobster clasp. Makes the perfect gift for your favorite cheerleader. The bracelet is 8 inches and the sterling silver plated charm is 1/2 inch tall by 3/4 inch wide. </p>",Title,Default Title,,,,,I Love To Cheer Leather Cord Bracelet,45.359237,500,'8945091224091,"I Love To Cheer Leather Cord Bracelet, Sports Jewelry Gift Shop",This I Love To Cheer Leather Cord Bracelet makes a great gift for your favorite cheerleader. Show your love and support with a gift from our sports jewelry gift shop.,lb,
RE-BC-123-10,2.25,12.99,,i-love-someone-w-down-syndrome-leather-bracelet-1-bracelet-retail,"<p>This awareness bracelet features a silver heart charm that says ""I Love Someone With Down Syndrome"" on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 7/8 inch by 7/8 inch. </p>",Title,Default Title,,,,,I Love Someone w Down Syndrome Leather Bracelet,45.359237,999,'849228077681,Black Leather Cord I Love Someone w Down Syndrome Ribbon Bracelet,Black Cord I Love Someone With Down Syndrome Ribbon Bracelet for a new mom to show your love for the family and support for Down syndrome awareness.,lb,
RE-BC-126-10DS,2.25,12.99,,down-syndrome-awareness-leather-cord-bracelet-1-bracelet-retail,"<p>This Down syndrome awareness bracelet features a round silver ring with a blue and yellow ribbon hanging in the center and the words ""Down Syndrome Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Down Syndrome Awareness Charm on Leather Cord Bracelet,45.359237,999,'810003046475,Down Syndrome Awareness Blue & Yellow Ribbon Leather Bracelet,This Down Syndrome Awareness Leather Cord Bracelet has a hanging blue and yellow ribbon on a pretty silver charm. Great gift idea for a new mom of a Down syndrome baby.,lb,
RE-BC-126-11CC,2.25,12.99,,childhood-cancer-awareness-leather-cord-bracelet-1-bracelet-retail,"<p>This pediatric cancer awareness bracelet features a round silver charm with a gold ribbon hanging in the center and the words ""Childhood Cancer Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Childhood Cancer Awareness Charm on Leather Cord Bracelet,45.359237,999,'849228098969,Gold Ribbon Leather Cord Childhood Cancer Awareness Bracelet,This Black Leather Cord Childhood Cancer Awareness Bracelet is stylish and easy to add additional charms to. Create a meaningful gift in support of pediatric cancer awareness by starting with this gold ribbon bracelet.,lb,
RE-BC-126-12PC,2.25,12.99,,prostate-cancer-awareness-black-leather-bracelet-1-bracelet-retail,"<p>This Prostate Cancer awareness charm bracelet features a round silver ring charm with a light blue ribbon hanging in the center and the words ""Prostate Cancer Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Prostate Cancer Awareness Black Leather Bracelet,45.359237,999,'849228098983,Prostate Cancer Light Blue Ribbon Black Leather Cord Bracelet,This pretty Prostate Cancer Awareness Black Leather Cord Bracelet makes a nice gift for someone with a loved one affected by prostate cancer. The bracelet has a light blue ribbon in the center of a silver charm.,lb,
RE-BC-126-13CP,2.25,12.99,,cerebral-palsy-awareness-black-leather-bracelet-1-bracelet-retail,"<p>This Cerebral Palsy awareness charm bracelet features a round silver ring with a green ribbon hanging in the center and the words ""Cerebral Palsy Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Cerebral Palsy Awareness Black Leather Bracelet,45.359237,999,'849228099003,Cerebral Palsy Awareness Green Ribbon Black Leather Cord Bracelet,This Cerebral Palsy Awareness Black Leather Cord Bracelet has a green ribbon floating in a silver ring charm. Thoughtful gift for someone committed to making a difference in the area of cerebral palsy awareness.,lb,
RE-BC-126-13OD,2.25,12.99,,organ-donors-awareness-black-leather-bracelet-1-bracelet-retail,"<p>This Organ Donation awareness charm bracelet features a round silver ring with a green ribbon hanging in the center and the words ""Organ Donors Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Organ Donors Awareness Black Leather Bracelet,45.359237,999,'849228099027,Organ Donors Awareness Green Ribbon Black Leather Cord Bracelet,This Organ Donors Awareness Black Leather Cord Bracelet has a green ribbon floating in a silver ring charm. Thoughtful gift for someone committed to making a difference in the area of organ donation awareness.,lb,
RE-BC-126-15BC,2.25,12.99,,bone-cancer-awareness-leather-cord-bracelet-1-bracelet-retail,"<p>This Bone Cancer awareness bracelet features a round silver ring with a white ribbon hanging in the center and the words ""Bone Cancer Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Bone Cancer Awareness Leather Cord Bracelet,45.359237,999,'810003046550,White Ribbon Bone Cancer Awareness Leather Cord Bracelet,Give a pretty Bone Cancer Awareness Leather Cord Bracelet to someone affected by bone cancer. Shop our white ribbon awareness jewelry gift shop for unique items to show your support.,lb,
RE-BC-126-15LC,2.25,12.99,,lung-cancer-awareness-leather-cord-bracelet-1-bracelet-retail,"<p>This Lung Cancer awareness bracelet features a round silver ring with a white ribbon hanging in the center and the words ""Lung Cancer Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Lung Cancer Awareness Leather Cord Bracelet,45.359237,999,'810003046635,White Ribbon Lung Cancer Awareness Leather Cord Bracelet,Give a pretty Lung Cancer Awareness Leather Cord Bracelet to someone affected by lung cancer. Shop our white ribbon awareness jewelry gift shop for unique items to show your support.,lb,
RE-BC-126-4AL,2.25,12.99,,alzheimers-awareness-black-leather-cord-bracelet-1-bracelet-retail,"<p>This Alzheimer's disease awareness bracelet features a round silver ring with a purple ribbon hanging in the center and the words ""Alzheimer's Awareness"" around the outside on a trendy black leather cord bracelet with a lobster clasp. The bracelet is 8 inches and the sterling silver plated charm is 3/4 inch in diameter. </p>",Title,Default Title,,,,,Alzheimer's Awareness Black Leather Cord Bracelet,45.359237,999,'849228099041,Alzheimer's Awareness Purple Ribbon Black Leather Cord Bracelet,This Alzheimer's Awareness Black Leather Cord Bracelet features a hanging purple ribbon on a silver charm. Great gift for an Alzheimer's disease patient or caregiver.,lb,
